5,0
-0.02,0
-0.04,0
-0.06,0
-0.08,101283
-0.1,52871
-0.12,45864
-0.14,31850
-0.16,43316
-0.18,36309
-0.2,37583
-0.22,40768
-0.24,23569
-0.26,30576
-0.28,20384
-0.3,17199
-0.32,19747
-0.34,8918
-0.36,16562
-0.38,8281
-0.4,10192
-0.42,12103
-0.44,5733
-0.46,6370
-0.48,6370
-0.5,7007
-0.52,3185
-0.54,2548
-0.56,4459
-0.58,3185
-0.6,2548
-0.62,3185
-0.64,1911
-0.66,1911
-0.68,1274
-0.7,1274
-0.72,637
-0.74,1911
-0.76,1911
-0.78,1274
-0.8,0
-0.82,1911
-0.84,637
-0.86,637
-0.88,1911
-0.9,637
-0.92,0
-0.94,0
-0.96,0
-0.98,1911
-1,637
-1.02,0
-1.04,0
-1.06,637
-1.08,1274
-1.1,0
-1.12,637
-1.14,0
-1.16,0
-1.18,0
-1.2,1911
-1.22,637
-1.24,637
-1.26,637
-1.28,0
-1.3,0
-1.32,637
-1.34,637
-1.36,0
-1.38,637
-1.4,0
-1.42,0
-1.44,1274
-1.46,0
-1.48,637
-1.5,0
-1.52,637
-1.54,637
-1.56,0
-1.58,0
-1.6,0
-1.62,0
-1.64,0
-1.66,0
-1.68,0
-1.7,0
-1.72,0
-1.74,0
-1.76,0
-1.78,0
-1.8,0
-1.82,637
-1.84,0
-1.86,0
-1.88,637
-1.9,0
-1.92,637
-1.94,0
-1.96,0
-1.98,637
-2,0
-2.02,637
-2.04,637
-2.06,0
-2.08,0
-2.1,637
-2.12,0
-2.14,637
-2.16,2548
-2.18,0
-2.2,0
-2.22,0
-2.24,637
-2.26,0
-2.28,1274
-2.3,0
-2.32,637
-2.34,0
-2.36,0
-2.38,0
-2.4,0
-2.42,0
-2.44,0
-2.46,637
-2.48,0
-2.5,0
-2.52,637
-2.54,637
-2.56,637
-2.58,0
-2.6,0
-2.62,1274
-2.64,0
-2.66,1274
-2.68,637
-2.7,0
-2.72,1274
-2.74,637
-2.76,1274
-2.78,1274
-2.8,0
-2.82,637
-2.84,0
-2.86,0
-2.88,1274
-2.9,637
-2.92,1274
-2.94,637
-2.96,0
-2.98,0
-3,1911
-3.02,637
-3.04,1274
-3.06,0
-3.08,0
-3.1,637
-3.12,1274
-3.14,637
-3.16,1274
-3.18,1911
-3.2,2548
-3.22,0
-3.24,1274
-3.26,2548
-3.28,0
-3.3,1274
-3.32,637
-3.34,1911
-3.36,1274
-3.38,1911
-3.4,1274
-3.42,5733
-3.44,4459
-3.46,6370
-3.48,5733
-3.5,5733
-3.52,8281
-3.54,7007
-3.56,10829
-3.58,12103
-3.6,7644
-3.62,15288
-3.64,17199
-3.66,16562
-3.68,15925
-3.7,23569
-3.72,21021
-3.74,34398
-3.76,31213
-3.78,45227
-3.8,50960
-3.82,47138
-3.84,67522
-3.86,61789
-3.88,83447
-3.9,80262
-3.92,87269
-3.94,113386
-3.96,126126
-3.98,96824
-4,103831
-4.02,142688
-4.04,125489
-4.06,176449
-4.08,120393
-4.1,161798
-4.12,152880
-4.14,145236
-4.16,156065
-4.18,139503
-4.2,175175
-4.22,135044
-4.24,109564
-4.26,119756
-4.28,133133
-4.3,98735
-4.32,93002
-4.34,105742
-4.36,73255
-4.38,90454
-4.4,55419
-4.42,59878
-4.44,57967
-4.46,43316
-4.48,37583
-4.5,29939
-4.52,31850
-4.54,33761
-4.56,17836
-4.58,30576
-4.6,21021
-4.62,13377
-4.64,14651
-4.66,14014
-4.68,6370
-4.7,10829
-4.72,4459
-4.74,3822
-4.76,5096
-4.78,3185
-4.8,3185
-4.82,1911
-4.84,3822
-4.86,1911
-4.88,1911
-4.9,637
-4.92,637
-4.94,0
-4.96,1274
-4.98,637
-5,1274
-5,0
