Tungsten,5GeV,0.1mm,4.8739,0.0047,0.2724,0.0040
Tungsten,5GeV,0.2mm,4.8810,0.0048,0.2708,0.0040
Tungsten,5GeV,1mm,4.8382,0.0042,0.2670,0.0035
Tungsten,5GeV,2mm,4.7401,0.0043,0.2693,0.0035
Tungsten,5GeV,5mm,4.4159,0.0065,0.3377,0.0060
Tungsten,2GeV,0.1mm,1.9840,0.0048,0.2241,0.0038
Tungsten,2GeV,1mm,1.9555,0.0051,0.2229,0.0041
Tungsten,2GeV,5mm,1.6440,0.0060,0.2871,0.0052
