5,0
0.48,0
0.46,0
0.44,0
0.42,0
0.4,0
0.38,0
0.36,0
0.34,0
0.32,0
0.3,0
0.28,0
0.26,0
0.24,0
0.22,0
0.2,0
0.18,0
0.16,0
0.14,0
0.12,0
0.1,0
0.08,0
0.06,0
0.04,0
0.02,0
0,0
-0.02,0
-0.04,0
-0.0600000000000001,0
-0.0800000000000001,3185
-0.1,637
-0.12,637
-0.14,0
-0.16,0
-0.18,2548
-0.2,0
-0.22,1274
-0.24,2548
-0.26,1274
-0.28,1911
-0.3,637
-0.32,637
-0.34,1911
-0.36,0
-0.38,1274
-0.4,3185
-0.42,1274
-0.44,0
-0.46,1274
-0.48,637
-0.5,637
-0.52,637
-0.54,637
-0.56,5096
-0.58,6370
-0.6,7007
-0.62,9555
-0.64,8918
-0.66,12103
-0.68,15925
-0.7,22932
-0.72,36946
-0.74,40131
-0.76,52234
-0.78,78351
-0.8,98098
-0.82,125489
-0.84,170079
-0.86,161161
-0.88,219128
-0.9,237601
-0.92,203840
-0.94,207662
-0.96,207025
-0.98,161798
-1,182182
-1.02,128037
-1.04,124215
-1.06,92365
-1.08,82810
-1.1,68159
-1.12,51597
-1.14,66885
-1.16,36309
-1.18,36309
-1.2,38857
-1.22,31850
-1.24,18473
-1.26,26117
-1.28,21658
-1.3,18473
-1.32,20384
-1.34,12103
-1.36,10192
-1.38,10192
-1.4,5733
-1.42,4459
-1.44,5096
-1.46,8918
-1.48,5096
-1.5,8918
-1.52,5096
-1.54,5733
-1.56,5096
-1.58,3185
-1.6,9555
-1.62,8281
-1.64,9555
-1.66,8281
-1.68,7644
-1.7,7644
-1.72,9555
-1.74,9555
-1.76,10192
-1.78,14651
-1.8,10829
-1.82,7644
-1.84,10829
-1.86,12103
-1.88,9555
-1.9,6370
-1.92,10192
-1.94,7007
-1.96,5733
-1.98,8281
-2,8281
-2.02,8281
-2.04,8281
-2.06,2548
-2.08,5096
-2.1,4459
-2.12,5096
-2.14,637
-2.16,4459
-2.18,3822
-2.2,3822
-2.22,3822
-2.24,1911
-2.26,1911
-2.28,637
-2.3,1274
-2.32,1274
-2.34,637
-2.36,637
-2.38,1274
-2.4,1274
-2.42,637
-2.44,1274
-2.46,0
-2.48,637
-2.5,1274
-2.52,637
-2.54,1911
-2.56,1911
-2.58,0
-2.6,0
-2.62,0
-2.64,637
-2.66,1911
-2.68,637
-2.7,0
-2.72,637
-2.74,637
-2.76,0
-2.78,0
-2.8,637
-2.82,637
-2.84,637
-2.86,637
-2.88,0
-2.9,0
-2.92,0
-2.94,0
-2.96,637
-2.98,1274
-3,0
-3.02,0
-3.04,0
-3.06,0
-3.08,0
-3.1,0
-3.12,637
-3.14,1274
-3.16,0
-3.18,0
-3.2,637
-3.22,0
-3.24,0
-3.26,0
-3.28,0
-3.3,637
-3.32,0
-3.34,0
-3.36,0
-3.38,0
-3.4,0
-3.42,0
-3.44,0
-3.46,0
-3.48,0
-3.5,0
-3.52,0
-3.54,0
-3.56,0
-3.58,0
-3.6,0
-3.62,0
-3.64,637
-3.66,0
-3.68,0
-3.7,0
-3.72,0
-3.74,0
-3.76,0
-3.78,0
-3.8,0
-3.82,0
-3.84,0
-3.86,0
-3.88,0
-3.9,0
-3.92,0
-3.94,0
-3.96,0
-3.98,0
-4,0
-4.02,0
-4.04,0
-4.06,0
-4.08,0
-4.1,0
-4.12,0
-4.14,0
-4.16,0
-4.18,0
-4.2,0
-4.22,0
-4.24,0
-4.26,0
-4.28,0
-4.3,0
-4.32,0
-4.34,0
-4.36,0
-4.38,0
-4.4,0
-4.42,0
-4.44,0
-4.46,0
-4.48,0
-4.5,0
-5,0
