Tungsten,5GeV,0.1mm,4.0707,0.0038,0.2198,0.0032
Tungsten,5GeV,0.2mm,4.0764,0.0038,0.2185,0.0032
Tungsten,5GeV,1mm,4.0419,0.0034,0.2155,0.0028
Tungsten,5GeV,2mm,3.9627,0.0035,0.2173,0.0029
Tungsten,5GeV,5mm,3.7011,0.0052,0.2725,0.0048
Tungsten,2GeV,0.1mm,1.7386,0.0039,0.1808,0.0031
Tungsten,2GeV,1mm,1.7156,0.0041,0.1799,0.0033
Tungsten,2GeV,5mm,1.4643,0.0049,0.2317,0.0042
